text,label,source
engine,start_vehicle,dropped
up,increase_volume,clean
actually quiet please,decrease_volume,asr_noise
please play audio,play_music,paraphrase
"hey, start my car",start_vehicle,paraphrase
turn it actually down,decrease_volume,filler
soft,decrease_volume,dropped
stop the car uh actually,stop_vehicle,filler
"hey, increase display brightness",increase_brightness,paraphrase
sound well down,decrease_volume,filler
stop vehicle,stop_vehicle,asr_noise
send the czll to voicemail,decline_call,char_noise
the call well,decline_call,asr_noise
louder,increase_volume,dropped
can you make it louder,increase_volume,paraphrase
turn off do not dieturb,deactivate_dnd,char_noise
next plsase,next_song,char_noise
cut the hmm well call,decline_call,filler
start hmm my car,start_vehicle,filler
um turn it down,decrease_volume,filler
gaana,out_of_scope,dropped
music,play_music,dropped
please aur bright karo,increase_brightness,paraphrase
stop basically car,stop_vehicle,asr_noise
please open spotify,out_of_scope,paraphrase
read my,out_of_scope,dropped
please higher volume,increase_volume,paraphrase
kake it louder,increase_volume,char_noise
more sound,increase_volume,clean
i want to play songs,play_music,paraphrase
back trzck please,previous_song,char_noise
rastha dikhao,out_of_scope,clean
crank up brightness,increase_brightness,dropped
decline the,decline_call,dropped
you know raise it,increase_volume,filler
hold te musics actually,pause_music,asr_noise
do not disturb on karo actually,activate_dnd,asr_noise
convert rupees,out_of_scope,dropped
accept call,pick_up_call,asr_noise
refuse the incoking call,decline_call,char_noise
change the song,next_song,clean
please enable do not disturb mode,activate_dnd,paraphrase
play the nrxt track,next_song,char_noise
call cut karo,decline_call,clean
answer the incoming call,pick_up_call,clean
"hey, next song please",next_song,paraphrase
i don ' t wanh to take this cxll,decline_call,char_noise
sound louder,increase_volume,clean
can you check my schedule for tomorrow,out_of_scope,paraphrase
more brightness please hmm,increase_brightness,filler
can you make screen brighter,increase_brightness,paraphrase
call mom hmm like,out_of_scope,filler
previous please,previous_song,clean
disable do not dis turb mode,deactivate_dnd,asr_noise
can you lower the screen brightness,decrease_brightness,paraphrase
uh convert dollars to rupees hmm,out_of_scope,filler
wehicle stop please,stop_vehicle,asr_noise
call attend karo uh,pick_up_call,filler
you know skip to the next track,next_song,filler
activate do not disturb,activate_dnd,clean
pick the call,pick_up_call,clean
make it loudder,increase_volume,asr_noise
can you turn it up,increase_volume,paraphrase
i want to volume down please,decrease_volume,paraphrase
pause playback,pause_music,clean
don't pick so call,decline_call,asr_noise
call john,out_of_scope,clean
deactivate do not disturb,deactivate_dnd,clean
i want to book a restaurant table,out_of_scope,paraphrase
jake it louder,increase_volume,char_noise
weather batao,out_of_scope,clean
i want to sound up,increase_volume,paraphrase
so send de call to voicemail,decline_call,asr_noise
it up,increase_volume,dropped
call like office number,out_of_scope,asr_noise
last vell song plz,previous_song,asr_noise
i want to start music please,play_music,paraphrase
lower the volume a bit,decrease_volume,hard_negative
answer de incoming call basically,pick_up_call,asr_noise
quiet please um,decrease_volume,filler
please stop the song please,pause_music,paraphrase
i want to call attend karo,pick_up_call,paraphrase
thoda well zyada brightness karo,increase_brightness,filler
thoda kam ksro,decrease_volume,char_noise
actually music chalao,play_music,asr_noise
reduce it uh,decrease_volume,filler
decline kar0 call,decline_call,char_noise
less like so sound,decrease_volume,filler
turn te car off,stop_vehicle,asr_noise
raise zound,increase_volume,char_noise
please send a text to john,out_of_scope,paraphrase
please make screen brighter,increase_brightness,paraphrase
i want to receive the call,pick_up_call,paraphrase
i want to search for nearby hospitals,out_of_scope,paraphrase
music actually chalao,play_music,filler
kill um the engine,stop_vehicle,asr_noise
go to the,previous_song,dropped
tkrn the car off,stop_vehicle,char_noise
hmm attend the call basically,pick_up_call,filler
increase the uh volume so,increase_volume,filler
screen bright kzro,increase_brightness,char_noise
don ' t pick the cxll,decline_call,char_noise
attend the cxll,pick_up_call,char_noise
s9und up,increase_volume,char_noise
sound,decrease_volume,dropped
please stop the you know basically engine,stop_vehicle,filler
"hey, kill the engine",stop_vehicle,paraphrase
actually play song please,play_music,filler
reject the calling,decline_call,clean
i want to back track please,previous_song,paraphrase
bring sound down,decrease_volume,asr_noise
switch off do,deactivate_dnd,dropped
stop de gadi hmm,stop_vehicle,asr_noise
turn on,start_vehicle,asr_noise
i want to i want do not disturb on,activate_dnd,paraphrase
highdr volume,increase_volume,char_noise
kind of lower it err,decrease_volume,filler
hmm increase the bright,increase_brightness,filler
i want to turn it down,decrease_volume,paraphrase
turn car off,stop_vehicle,asr_noise
i want to volume badhao,increase_volume,paraphrase
pause for a moment,pause_music,clean
can you dismiss the call,decline_call,paraphrase
sound is too low,increase_volume,clean
stop the gadi,stop_vehicle,clean
can you car band kar do,stop_vehicle,paraphrase
crank up kind of brightness,increase_brightness,asr_noise
pick err the calling,pick_up_call,filler
ko call karo,out_of_scope,dropped
can you don't pick the call,decline_call,paraphrase
i want to thoda kam karo,decrease_volume,paraphrase
activate the do not dusturb,activate_dnd,char_noise
thoda zyada brightness ksro,increase_brightness,char_noise
i want listen to music,play_music,dropped
can you cut the call,decline_call,paraphrase
kake it soft,decrease_volume,char_noise
volume up please,increase_volume,clean
please increase sound,increase_volume,paraphrase
attend hmm calling,pick_up_call,asr_noise
please start the engine,start_vehicle,clean
stop my car hmm,stop_vehicle,filler
volume down please,decrease_volume,clean
go back song,previous_song,clean
can you call attend karo,pick_up_call,paraphrase
please decline karo call,decline_call,paraphrase
do not disturb off karo,deactivate_dnd,clean
vell set an alarm for six am,out_of_scope,asr_noise
start my car like,start_vehicle,asr_noise
can you thoda kam karo,decrease_volume,paraphrase
enable do not disturb mode,activate_dnd,clean
i want to thoda zyada brightness karo,increase_brightness,paraphrase
too basically loud,decrease_volume,asr_noise
conbect the call,pick_up_call,char_noise
dim kar do screen,decrease_brightness,clean
um pick call,pick_up_call,asr_noise
can you less volume,decrease_volume,paraphrase
basically turn on do not disturb so,activate_dnd,filler
brightness up please,increase_brightness,clean
refuse the incoming call,decline_call,clean
rrduce the volume,decrease_volume,char_noise
raise te uh wolum,increase_volume,asr_noise
"hey, screen dim karo",decrease_brightness,paraphrase
can you more sound,increase_volume,paraphrase
i want to stop engine please,stop_vehicle,paraphrase
i want to gaana sunao,out_of_scope,paraphrase
turn the volume down completely,decrease_volume,hard_negative
boost kind of brightness,increase_brightness,asr_noise
volum badhao like,increase_volume,asr_noise
car band well kar do,stop_vehicle,filler
stop song plz,pause_music,asr_noise
more um volume,increase_volume,filler
how far is the nearest p2trol statipn,out_of_scope,char_noise
paws for a moment,pause_music,asr_noise
please to deact of ate dnd,deactivate_dnd,asr_noise
svitch on do not disturb,activate_dnd,asr_noise
start the music,play_music,clean
you knov call john,out_of_scope,asr_noise
"hey, how far is the nearest petrol station",out_of_scope,paraphrase
go to the next you know track,next_song,asr_noise
i vant to answer this call,pick_up_call,asr_noise
play the next track,next_song,clean
i want to put do not disturb on please,activate_dnd,paraphrase
rqise it,increase_volume,char_noise
"hey, go back song",previous_song,paraphrase
thoda aur actually loud you know karo,increase_volume,filler
well music chalao,play_music,asr_noise
raise it basically uh,increase_volume,filler
please crank up the brightness,increase_brightness,paraphrase
increase the brightness all the way up,increase_brightness,hard_negative
can you pause the musics,pause_music,paraphrase
play song before this,previous_song,asr_noise
play song,play_music,dropped
can you pick the call,pick_up_call,paraphrase
"hey, turn it down",decrease_volume,paraphrase
go back to te prewius track err,previous_song,asr_noise
i don't want to take this call,decline_call,clean
forward um to the next uh song,next_song,filler
"hey, next the song",next_song,paraphrase
enable do not dis turb mode,activate_dnd,asr_noise
make it quieter you know,decrease_volume,filler
you know please deactivate do not dis turb,deactivate_dnd,asr_noise
can you volume down please,decrease_volume,paraphrase
stop playinr music,pause_music,char_noise
please lower the volume,decrease_volume,paraphrase
switch on do not dis turb,activate_dnd,asr_noise
turn on the engine,start_vehicle,clean
please sto0 the engine,stop_vehicle,char_noise
dismiss the call,decline_call,clean
gaana sunao,out_of_scope,clean
turg up the brightness,increase_brightness,char_noise
pick up de call,pick_up_call,asr_noise
like de crease te wolume,decrease_volume,asr_noise
low2r the screen brightness,decrease_brightness,char_noise
the musics,pause_music,dropped
dfcrease display brightness,decrease_brightness,char_noise
"hey, thoda zyada brightness karo",increase_brightness,paraphrase
so put do actually not disturb on please,activate_dnd,filler
increase sound,increase_volume,clean
from start,previous_song,dropped
less well,decrease_volume,asr_noise
skip basically basically the current song,next_song,filler
disable do not disturb mode,deactivate_dnd,clean
switch do not disturb off,deactivate_dnd,hard_negative
so navigate uh to the airport,out_of_scope,filler
set do not distutb,activate_dnd,char_noise
i want to activate the do not disturb,activate_dnd,paraphrase
flre up the car,start_vehicle,char_noise
enable not disturb mode,activate_dnd,dropped
turn basically it down,decrease_volume,asr_noise
can you go back song,previous_song,paraphrase
pause music,pause_music,dropped
can you kill the engine,stop_vehicle,paraphrase
wolume down,decrease_volume,asr_noise
decrease de fan speed,out_of_scope,asr_noise
please book a restaurant table,out_of_scope,paraphrase
car staet kar do,start_vehicle,char_noise
brightness uh badhao,increase_brightness,asr_noise
lower volume,decrease_volume,clean
please switch off do not disturb,deactivate_dnd,paraphrase
previous please basically,previous_song,filler
quieter plz,decrease_volume,asr_noise
raixe it,increase_volume,char_noise
paws musicss,pause_music,asr_noise
"hey, forward to the next song",next_song,paraphrase
i want do not disturn on,activate_dnd,char_noise
please go back song,previous_song,paraphrase
translate like hello to french,out_of_scope,asr_noise
"hey, down",decrease_volume,paraphrase
"hey, play the last song",previous_song,paraphrase
increase the bright,increase_brightness,clean
less brightness please basically,decrease_brightness,asr_noise
turn the car on you know,start_vehicle,filler
make it dimmer,decrease_brightness,clean
music chalao,play_music,clean
"hey, agla song chalao",next_song,paraphrase
back to the lasr track,previous_song,char_noise
start the vejicle,start_vehicle,char_noise
like like remove dnd mode,deactivate_dnd,filler
"hey, set the temperature to twenty two degrees",out_of_scope,paraphrase
pause the musics,pause_music,clean
start the car like,start_vehicle,filler
play the next song,next_song,clean
"hey, reduce it",decrease_volume,paraphrase
can you increase the sounds,increase_volume,paraphrase
please start engeen so,start_vehicle,asr_noise
i want to too loud,decrease_volume,paraphrase
the,pick_up_call,dropped
engine off,stop_vehicle,clean
can you fire up the car,start_vehicle,paraphrase
go to the next track,next_song,clean
thoda aur loud kado,increase_volume,char_noise
increase uh um the bright,increase_brightness,filler
um band karo,deactivate_dnd,asr_noise
i want to navigate to the airport,out_of_scope,paraphrase
switch on like do not disturb,activate_dnd,asr_noise
please uh pause the musics,pause_music,asr_noise
how far is um te nearest station,out_of_scope,asr_noise
not uh off karo,deactivate_dnd,asr_noise
less ness hmm,decrease_brightness,asr_noise
do not disturb karo,deactivate_dnd,dropped
"hey, go to the next track",next_song,paraphrase
stop song,pause_music,dropped
i want to make it soft,decrease_volume,paraphrase
male screen brighter,increase_brightness,char_noise
lower it um,decrease_volume,asr_noise
can you call office number,out_of_scope,paraphrase
actually call reject kar do,decline_call,asr_noise
shut down the wehicle,stop_vehicle,asr_noise
raise the screen,increase_brightness,dropped
lower err it,decrease_volume,asr_noise
"hey, start the car",start_vehicle,paraphrase
"hey, book a restaurant table",out_of_scope,paraphrase
bring basically the sound up,increase_volume,filler
turn off the fngine,stop_vehicle,char_noise
you know stop te gadi,stop_vehicle,asr_noise
can you open spotify,out_of_scope,paraphrase
actually brightness up please,increase_brightness,filler
attend the call,pick_up_call,clean
you know reject the calling,decline_call,filler
go to the next yrack,next_song,char_noise
um decline the call,decline_call,filler
can you increase display brightness,increase_brightness,paraphrase
can you too quiet,increase_volume,paraphrase
boost brightness well,increase_brightness,asr_noise
cut the call,decline_call,clean
skip current song,next_song,asr_noise
brightness um up please,increase_brightness,filler
don't pick the call,decline_call,clean
svitch off do not actually disturb,deactivate_dnd,asr_noise
i want to go to the next track,next_song,paraphrase
i want to pause audio,pause_music,paraphrase
like like last song please,previous_song,filler
please next track please,next_song,paraphrase
well next track please,next_song,filler
engine off karo,stop_vehicle,clean
do1n,decrease_volume,char_noise
music band kafo,pause_music,char_noise
answer the incoming call please,pick_up_call,hard_negative
can you pause it please,pause_music,paraphrase
please thoda aur loud karo,increase_volume,paraphrase
increase the brightness,increase_brightness,clean
rajse it,increase_volume,char_noise
increase the actually bright,increase_brightness,filler
i want to listen to mucic,play_music,char_noise
find parking err nearby,out_of_scope,asr_noise
thoda aur loud karo,increase_volume,clean
can you increase the bright,increase_brightness,paraphrase
dim kar do dcreen,decrease_brightness,char_noise
reject the call,decline_call,clean
stop of engeen please,stop_vehicle,asr_noise
start playing music,play_music,clean
put uh do not disturb on plz,activate_dnd,asr_noise
please back to the last track,previous_song,paraphrase
change the sonn,next_song,char_noise
actually sound quieter,decrease_volume,asr_noise
i want to thoda aur loud karo,increase_volume,paraphrase
can you pick the calling,pick_up_call,paraphrase
boost the volume,increase_volume,clean
pick the calling,pick_up_call,clean
please mummy ko call karo,out_of_scope,paraphrase
start vehicle,start_vehicle,asr_noise
please last song please,previous_song,paraphrase
set kind of the temperature to twenty two degrees,out_of_scope,filler
volume badhao uh,increase_volume,asr_noise
what time is it,out_of_scope,clean
off do not dis so,deactivate_dnd,asr_noise
set do not,activate_dnd,dropped
stop the song plz,pause_music,asr_noise
"hey, enable do not disturb mode",activate_dnd,paraphrase
stop de song please,pause_music,asr_noise
basically add meeting to calendar,out_of_scope,filler
can you raise the screen brightness,increase_brightness,paraphrase
i want to don't pick the call,decline_call,paraphrase
decrease the volum,decrease_volume,asr_noise
so deactivate the dnd mode um,deactivate_dnd,filler
"hey, translate hello to french",out_of_scope,paraphrase
"hey, shut down the vehicle",stop_vehicle,paraphrase
op4n spotify,out_of_scope,char_noise
soften the kind of volume basically,decrease_volume,filler
zyada loud kind of like karo,increase_volume,filler
make louder,increase_volume,clean
play um musicss,play_music,asr_noise
pavs audio basically,pause_music,asr_noise
stop the song please,pause_music,clean
raise it um,increase_volume,filler
decrease sounds,decrease_volume,asr_noise
how far is the nearest petrop ststion,out_of_scope,char_noise
go to de next track,next_song,asr_noise
"hey, next please",next_song,paraphrase
how is nearest petrol station,out_of_scope,dropped
volume down,decrease_volume,clean
shut dovn the wehicle,stop_vehicle,asr_noise
pause audio,pause_music,clean
plaj the music,play_music,char_noise
reject the calping,decline_call,char_noise
turn the car on,start_vehicle,clean
on do not disturb mode,activate_dnd,asr_noise
"hey, engine on",start_vehicle,paraphrase
so play music,play_music,asr_noise
please deactivate do not disturb,deactivate_dnd,clean
previous uh song please,previous_song,filler
i want to increase sound,increase_volume,paraphrase
hext song please,next_song,char_noise
please turn on hazard lights,out_of_scope,paraphrase
please find parking nearby,out_of_scope,paraphrase
please call john,out_of_scope,paraphrase
i you know want to listen to well music,play_music,filler
"hey, make it quieter",decrease_volume,paraphrase
"hey, make quieter",decrease_volume,paraphrase
increase the bright ness,increase_brightness,asr_noise
play te you know,play_music,asr_noise
traffic you know kaisa um hai,out_of_scope,filler
play the next track like,next_song,asr_noise
decrease the fan speed,out_of_scope,clean
i want to call reject kar do,decline_call,paraphrase
wtop the gadi,stop_vehicle,char_noise
dnd on kar do,activate_dnd,clean
i want to ignore the call,decline_call,paraphrase
please answer the call,pick_up_call,paraphrase
move to nwxt song,next_song,char_noise
"hey, play some music",play_music,paraphrase
like call like cut karo,decline_call,filler
play the song gefore this,previous_song,char_noise
quiet plz,decrease_volume,asr_noise
petrol station actually kahan hai,out_of_scope,asr_noise
off disturb,deactivate_dnd,dropped
increase the volume,increase_volume,clean
play the like musics um,play_music,filler
go back to the previous tdack,previous_song,char_noise
dtop the car,stop_vehicle,char_noise
make screen brighter hmm,increase_brightness,filler
like send a text to john,out_of_scope,filler
whwt time is it,out_of_scope,char_noise
deciine karo call,decline_call,char_noise
answrr it please,pick_up_call,char_noise
hmm decrease sound,decrease_volume,asr_noise
reduce brightness hmm,decrease_brightness,asr_noise
please increase display brightness,increase_brightness,paraphrase
cut te call,decline_call,asr_noise
mumhy ko call karo,out_of_scope,char_noise
"hey, play the next track",next_song,paraphrase
err reduce it,decrease_volume,filler
can you answer the call,pick_up_call,paraphrase
can you off the do not disturb mode,deactivate_dnd,paraphrase
skip this,next_song,dropped
find parking nearby um,out_of_scope,filler
"hey, skip the current song",next_song,paraphrase
dismiss de call,decline_call,asr_noise
you know book a restaurant table,out_of_scope,asr_noise
song like,pause_music,asr_noise
less sound you know,decrease_volume,asr_noise
"hey, skip to the next track",next_song,paraphrase
can you get the music going,play_music,paraphrase
xtop the music,pause_music,char_noise
navigate you know to the airport basically,out_of_scope,filler
can you mute the music,pause_music,paraphrase
i want to less brightness please,decrease_brightness,paraphrase
deactivate the dnd mode,deactivate_dnd,clean
please check my schedule for tomorrow,out_of_scope,paraphrase
send a tex5 to john,out_of_scope,char_noise
please deactivate not disturb,deactivate_dnd,dropped
hazard,out_of_scope,dropped
down the sound,decrease_volume,clean
set do not distjrb,activate_dnd,char_noise
car do,stop_vehicle,dropped
up the call,pick_up_call,dropped
play some music,play_music,clean
"hey, more volume",increase_volume,paraphrase
make it quiete4,decrease_volume,char_noise
please brightness kam karo,decrease_brightness,paraphrase
sound quieter,decrease_volume,clean
convert dollars to rupees,out_of_scope,clean
do disturb on karo,activate_dnd,dropped
de crease display bright ness,decrease_brightness,asr_noise
can you stop playing music,pause_music,paraphrase
back to last track,previous_song,asr_noise
answeg the call,pick_up_call,char_noise
qhieter please,decrease_volume,char_noise
mute the basically music so,pause_music,filler
wolume up please,increase_volume,asr_noise
i want to lower it,decrease_volume,paraphrase
refuse the so incoming call,decline_call,asr_noise
play again from start,previous_song,clean
take the calp,pick_up_call,char_noise
send the basically call uh to voicemail,decline_call,filler
don't hmm pick te call,decline_call,asr_noise
call karo,decline_call,dropped
answer it please,pick_up_call,clean
you know hmm screen bright karo,increase_brightness,filler
i wabt to listen to music,play_music,char_noise
play te last song,previous_song,asr_noise
answer the incoming err call,pick_up_call,filler
what is te weather today,out_of_scope,asr_noise
i want to pause playback,pause_music,paraphrase
next plz,next_song,asr_noise
i want to turn it up,increase_volume,paraphrase
call attend karo you knov,pick_up_call,asr_noise
set do not disturb,activate_dnd,clean
do not disturb,deactivate_dnd,dropped
change song,next_song,dropped
switch off do not disturb,deactivate_dnd,clean
can you volume up,increase_volume,paraphrase
"hey, play again from start",previous_song,paraphrase
too poud,decrease_volume,char_noise
sound err is too low,increase_volume,filler
set the temperature actually to twenty two degrees,out_of_scope,asr_noise
i want to pick the calling,pick_up_call,paraphrase
attend the calling,pick_up_call,clean
quieter basically,decrease_volume,asr_noise
answer the err like call,pick_up_call,filler
can you play the next track,next_song,paraphrase
"hey, call cut karo",decline_call,paraphrase
turn de car off,stop_vehicle,asr_noise
i need less volume,decrease_volume,clean
less volume,decrease_volume,clean
can you next the song,next_song,paraphrase
softej the brightness,decrease_brightness,char_noise
rewind to prewious song kind of,previous_song,asr_noise
stop engine please,stop_vehicle,clean
soften the volume,decrease_volume,clean
can you on the music,play_music,paraphrase
frank up the brightness,increase_brightness,char_noise
receive te call,pick_up_call,asr_noise
i want to lower the volume,decrease_volume,paraphrase
"hey, turn it up",increase_volume,paraphrase
um receive the call,pick_up_call,filler
actually remove dnd mode,deactivate_dnd,filler
please start actually engeen,start_vehicle,asr_noise
reject the,decline_call,dropped
turn off do not disturb hmm,deactivate_dnd,asr_noise
please make it louder,increase_volume,paraphrase
can you kya time ho gaya,out_of_scope,paraphrase
so basically go to the next track,next_song,filler
i want to down the sound,decrease_volume,paraphrase
"hey, turn off the engine",stop_vehicle,paraphrase
i want to dim kar do screen,decrease_brightness,paraphrase
play song this,previous_song,dropped
dim do screen,decrease_brightness,dropped
vehicle start please,start_vehicle,clean
please volume down please,decrease_volume,paraphrase
please set an alarm for six am,out_of_scope,paraphrase
remove dnd mode,deactivate_dnd,clean
"hey, reduce the volume",decrease_volume,paraphrase
the car,start_vehicle,dropped
louder plesse,increase_volume,char_noise
make it soft,decrease_volume,clean
less sound uh,decrease_volume,filler
i want to make quieter,decrease_volume,paraphrase
please bring the sound down,decrease_volume,paraphrase
stop song plz uh,pause_music,asr_noise
play musicss,play_music,asr_noise
lower it,decrease_volume,clean
i want to mute the music,pause_music,paraphrase
please decrease the bright,decrease_brightness,paraphrase
music like ruko hmm,pause_music,filler
do not answer the call,decline_call,clean
i want to off the do not disturb mode,deactivate_dnd,paraphrase
"hey, play a podcast",out_of_scope,paraphrase
vehicle start err please,start_vehicle,filler
volune kam karo,decrease_volume,char_noise
call uthao,pick_up_call,clean
kind of pause it please,pause_music,asr_noise
music karo,pause_music,dropped
zyada loud karo,increase_volume,clean
open maps kind of,out_of_scope,asr_noise
accept de call,pick_up_call,asr_noise
err set do not disturb,activate_dnd,asr_noise
"hey, play audio",play_music,paraphrase
i want to skip to the next track,next_song,paraphrase
pichla song chalao err,previous_song,asr_noise
i want to answer the incoming call,pick_up_call,paraphrase
"hey, answer the call",pick_up_call,paraphrase
too quiet,increase_volume,clean
please previous please,previous_song,paraphrase
llease to activate dnd,activate_dnd,char_noise
hmm change the actually song,next_song,filler
i want to reject the call,decline_call,paraphrase
engine on kari,start_vehicle,char_noise
go to the previous tradk,previous_song,char_noise
crank up the volume,increase_volume,clean
please too quiet,increase_volume,paraphrase
car start kar do,start_vehicle,clean
please vehicle stop please,stop_vehicle,paraphrase
do not answer call,decline_call,dropped
accelt the call,pick_up_call,char_noise
i want to call mom,out_of_scope,paraphrase
kya time ho gaya,out_of_scope,clean
please put on dnd mode,activate_dnd,paraphrase
kake it quieter,decrease_volume,char_noise
take call err,pick_up_call,asr_noise
i want to turn off do not disturb,deactivate_dnd,paraphrase
play the song,previous_song,dropped
the sound,decrease_volume,dropped
read te news,out_of_scope,asr_noise
please dnd on kar do,activate_dnd,paraphrase
ignore call like,decline_call,asr_noise
deactivate te dnd mode well,deactivate_dnd,asr_noise
kind of increase the brightness,increase_brightness,filler
stop te you know wehical,stop_vehicle,asr_noise
pick actually calling,pick_up_call,asr_noise
stop my,stop_vehicle,dropped
"hey, play the song before this",previous_song,paraphrase
hold actually the actually music,pause_music,filler
0lay the last song,previous_song,char_noise
stop the uh wehicle,stop_vehicle,asr_noise
make screen brighter,increase_brightness,clean
turn basically it down well,decrease_volume,filler
can you engine on,start_vehicle,paraphrase
stop de car,stop_vehicle,asr_noise
i want not disturb,deactivate_dnd,dropped
de crease the brightness um,decrease_brightness,asr_noise
raise the volume,increase_volume,clean
can you sound is too high,decrease_volume,paraphrase
i want to rewind to the previous song,previous_song,paraphrase
lower voljme,decrease_volume,char_noise
please read the news,out_of_scope,paraphrase
quiet please,decrease_volume,clean
play some so um music,play_music,filler
can you connect the call,pick_up_call,paraphrase
dnd band like karo,deactivate_dnd,filler
less brightness please,decrease_brightness,clean
please pause the music,pause_music,clean
reduce the volume,decrease_volume,clean
rewind previous song,previous_song,dropped
well hang up the incoming call,decline_call,filler
check my schedule for tomorrow,out_of_scope,clean
set actually do well not disturb,activate_dnd,filler
i want to change the song,next_song,paraphrase
back traci please,previous_song,char_noise
i want to last song please,previous_song,paraphrase
crank up the volumd,increase_volume,char_noise
i don't want to take dis call,decline_call,asr_noise
please down,decrease_volume,paraphrase
lower the volume,decrease_volume,clean
can you mummy ko call karo,out_of_scope,paraphrase
less you know volume,decrease_volume,asr_noise
can you aur bright karo,increase_brightness,paraphrase
i want to turn off the engine,stop_vehicle,paraphrase
how long until i reach hom4,out_of_scope,char_noise
pick up the call basically,pick_up_call,filler
disablr do not disturb mode,deactivate_dnd,char_noise
"hey, reduce sound",decrease_volume,paraphrase
turn on the nusic,play_music,char_noise
"hey, make louder",increase_volume,paraphrase
wear batao,out_of_scope,asr_noise
um music ruko,pause_music,asr_noise
please reduce it,decrease_volume,paraphrase
please deactivate dnd,deactivate_dnd,paraphrase
turn it diwn,decrease_volume,char_noise
take actually call,pick_up_call,asr_noise
tudn the car off,stop_vehicle,char_noise
higher volume well,increase_volume,filler
can you put do not disturb off please,deactivate_dnd,paraphrase
i need jore volume,increase_volume,char_noise
please pause the musics,pause_music,paraphrase
like doda zyada brightness karo,increase_brightness,asr_noise
vrank up the volume,increase_volume,char_noise
bring the sojnd down,decrease_volume,char_noise
i want to how far is the nearest petrol station,out_of_scope,paraphrase
previous the song,previous_song,clean
agla basically uh song chalao,next_song,filler
i want to i don't want to take this call,decline_call,paraphrase
start the vehicle,start_vehicle,clean
pick the call hmm,pick_up_call,filler
atart the music,play_music,char_noise
navigate to te airport,out_of_scope,asr_noise
swifch on do not disturb,activate_dnd,char_noise
please traffic kaisa hai,out_of_scope,paraphrase
volume diwn please,decrease_volume,char_noise
gaana sugao,out_of_scope,char_noise
paws well musics,pause_music,asr_noise
v8lume badhao,increase_volume,char_noise
de crease sounds,decrease_volume,asr_noise
"hey, make it brighter",increase_brightness,paraphrase
less,decrease_brightness,dropped
crank the volume,increase_volume,dropped
call office number,out_of_scope,clean
previous the um song,previous_song,filler
make quieter,decrease_volume,clean
more brightness olease,increase_brightness,char_noise
please start the car,start_vehicle,paraphrase
like shut down basically the vehicle,stop_vehicle,filler
do not anxwer the call,decline_call,char_noise
car bsnd kar do,stop_vehicle,char_noise
zyada lous karo,increase_volume,char_noise
i want to decrease sound,decrease_volume,paraphrase
uh make like it quieter,decrease_volume,filler
decrease the fan epeed,out_of_scope,char_noise
i want to louder please,increase_volume,paraphrase
d8wn,decrease_volume,char_noise
please do not disturb off karo,deactivate_dnd,paraphrase
de actiwate dnd hmm,deactivate_dnd,asr_noise
can you last song please,previous_song,paraphrase
who is the prime minister actually of india,out_of_scope,asr_noise
send a well text to john,out_of_scope,asr_noise
i want to decrease the sounds,decrease_volume,paraphrase
engeen actually on karo,start_vehicle,asr_noise
please abhi kitna time lagega,out_of_scope,paraphrase
can you vehicle stop please,stop_vehicle,paraphrase
de crease sound,decrease_volume,asr_noise
please shut down the vehicle,stop_vehicle,paraphrase
traffic kaisa hmm hai hmm,out_of_scope,filler
can you next please,next_song,paraphrase
go back you knov song,previous_song,asr_noise
play the next track err,next_song,filler
rewind to the previous song,previous_song,clean
"hey, send the call to voicemail",decline_call,paraphrase
hmm play musics,play_music,asr_noise
can you engine off,stop_vehicle,paraphrase
how much,out_of_scope,dropped
vokume up,increase_volume,char_noise
i want to dnd band karo,deactivate_dnd,paraphrase
deactivate do not fisturb,deactivate_dnd,char_noise
attend the xall,pick_up_call,char_noise
dngine off,stop_vehicle,char_noise
i want to do not answer the call,decline_call,paraphrase
"hey, engine on karo",start_vehicle,paraphrase
hang up the incoming call,decline_call,clean
paws playback,pause_music,asr_noise
skip song,next_song,clean
i want to i want do not disturb off,deactivate_dnd,paraphrase
i want to fire up the car,start_vehicle,paraphrase
uh like sound is too high,decrease_volume,filler
play you know music,play_music,asr_noise
please turn on the engine,start_vehicle,paraphrase
play the last song,previous_song,clean
llay the next song,next_song,char_noise
like weater batao,out_of_scope,asr_noise
open google maps,out_of_scope,clean
i actually want do not you know disturb off,deactivate_dnd,filler
hold te music,pause_music,asr_noise
i want to what is the weather today,out_of_scope,paraphrase
hmm turn up the brightness,increase_brightness,filler
can you boost the volume,increase_volume,paraphrase
activate well dnd,activate_dnd,asr_noise
please back track please,previous_song,paraphrase
pause like te song,pause_music,asr_noise
car bamd kar do,stop_vehicle,char_noise
i need lesx volume,decrease_volume,char_noise
ignore te vell call,decline_call,asr_noise
so translate hello to french,out_of_scope,asr_noise
answer de call,pick_up_call,asr_noise
piay the last song,previous_song,char_noise
stop gadi,stop_vehicle,dropped
go basically kind of back song,previous_song,filler
"hey, play songs",play_music,paraphrase
err hang you know up the incoming call,decline_call,filler
go back to previous track,previous_song,asr_noise
music band karo uh,pause_music,asr_noise
i vant to listen to music,play_music,asr_noise
turn on the headkights,out_of_scope,char_noise
i need more volum um,increase_volume,asr_noise
mxke quieter,decrease_volume,char_noise
again from start,previous_song,dropped
like increase sounds,increase_volume,asr_noise
"hey, go back to the previous track",previous_song,paraphrase
